É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2016/12/28 10:23:36

,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ê_åÀ,ê_åÀ,ê_åÀ,ê_åÀ,ê_åÀ,ê_åÀ,ê_åÀ,ê_åÀ,ê_åÀ,ê_åÀ,ê_åÀ,ê_åÀ,ê_åÀ,ê_åÀ,ê_åÀ,ê_åÀ,ê_åÀ,ê_åÀ
2016/11/7 20:00:00,,0,1,0,1,8,1,1016.4,8,1,0.8,8,ñkêº,8,1,13.0,8,1,,0,1,0,1,8,1,1012.7,8,1,1.9,8,ñkñkìå,8,1,14.5,8,1,,0,1,0,1,8,1,1019.0,8,1,2.3,8,ñkìå,8,1,15.0,8,1
2016/11/7 21:00:00,0,8,1,0,1,8,1,1016.4,8,1,0.6,8,ñkêº,8,1,12.5,8,1,0,8,1,0,1,8,1,1012.6,8,1,0.6,8,ìåñkìå,8,1,13.6,8,1,1,8,1,0,1,8,1,1018.8,8,1,4.6,8,ìåñkìå,8,1,15.1,8,1
2016/11/7 22:00:00,,0,1,0,1,8,1,1016.0,8,1,0.6,8,ñkñkêº,8,1,11.9,8,1,,0,1,0,1,8,1,1012.1,8,1,1.7,8,ñk,8,1,13.1,8,1,,0,1,0,1,8,1,1018.3,8,1,5.2,8,ìåñkìå,8,1,14.4,8,1
2016/11/7 23:00:00,,0,1,0,1,8,1,1015.2,8,1,1.2,8,ñkìå,8,1,11.8,8,1,,0,1,0,1,8,1,1011.2,8,1,2.4,8,ñkñkìå,8,1,13.4,8,1,,0,1,0,1,8,1,1017.2,8,1,5.8,8,ìåñkìå,8,1,14.3,8,1
2016/11/8 00:00:00,,0,1,0,1,8,1,1014.6,8,1,1.0,8,êºñkêº,8,1,11.6,8,1,,0,1,0,1,8,1,1010.7,8,1,1.8,8,ñk,8,1,12.6,8,1,,0,1,0,1,8,1,1016.7,8,1,5.4,8,ìåñkìå,8,1,13.9,8,1
2016/11/8 1:00:00,,0,1,0,1,8,1,1014.1,8,1,0.6,8,ñkñkêº,8,1,11.1,8,1,,0,1,0,1,8,1,1010.2,8,1,1.5,8,ñkñkìå,8,1,12.5,8,1,,0,1,0,1,8,1,1016.5,8,1,6.1,8,ñkìå,8,1,13.8,8,1
2016/11/8 2:00:00,,0,1,0,1,8,1,1013.7,8,1,1.0,8,ìåñkìå,8,1,10.8,8,1,,0,1,0,1,8,1,1009.8,8,1,1.8,8,ñk,8,1,12.3,8,1,,0,1,0,1,8,1,1015.7,8,1,6.1,8,ìåñkìå,8,1,13.7,8,1
2016/11/8 3:00:00,9,8,1,0,1,8,1,1013.5,8,1,0.7,8,ñkêº,8,1,11.1,8,1,5,8,1,0,1,8,1,1009.3,8,1,1.9,8,ñkñkìå,8,1,12.5,8,1,10-,8,1,0,1,8,1,1015.5,8,1,5.4,8,ìåñkìå,8,1,13.8,8,1
2016/11/8 4:00:00,,0,1,0,1,8,1,1013.1,8,1,0.7,8,êºñkêº,8,1,11.0,8,1,,0,1,0,1,8,1,1009.3,8,1,1.8,8,ñk,8,1,12.5,8,1,,0,1,0,1,8,1,1015.2,8,1,5.5,8,ñkìå,8,1,14.1,8,1
2016/11/8 5:00:00,,0,1,0,1,8,1,1013.2,8,1,1.0,8,ñkìå,8,1,11.2,8,1,,0,1,0,1,8,1,1009.3,8,1,1.6,8,ñk,8,1,12.4,8,1,,0,1,0,1,8,1,1015.5,8,1,5.1,8,ìåñkìå,8,1,14.3,8,1
2016/11/8 6:00:00,,0,1,0,1,8,1,1013.1,8,1,0.9,8,ìåñkìå,8,1,11.3,8,1,10-,8,1,0,1,8,1,1009.3,8,1,1.4,8,ñkñkìå,8,1,12.6,8,1,,0,1,0,1,8,1,1015.3,8,1,3.7,8,ìåñkìå,8,1,13.8,8,1
2016/11/8 7:00:00,,0,1,0,1,8,1,1013.2,8,1,0.6,8,ñkñkìå,8,1,12.0,8,1,,0,1,0,1,8,1,1009.5,8,1,0.2,8,ê√â∏,8,1,12.8,8,1,,0,1,0,1,8,1,1015.5,8,1,3.6,8,ìåñkìå,8,1,14.6,8,1
2016/11/8 8:00:00,,0,1,0,1,8,1,1013.0,8,1,0.5,8,ñkñkêº,8,1,12.8,8,1,,0,1,0,1,8,1,1009.4,8,1,0.9,8,ñkìå,8,1,13.5,8,1,,0,1,0,1,8,1,1015.5,8,1,4.7,8,ìåñkìå,8,1,15.5,8,1
2016/11/8 9:00:00,10,8,1,0,1,8,1,1012.9,8,1,0.7,8,ñkìå,8,1,14.0,8,1,10-,8,1,0.0,0,8,1,1009.1,8,1,0.6,8,ìÏìÏêº,8,1,13.9,8,1,10,8,1,0,1,8,1,1015.2,8,1,3.7,8,ìå,8,1,15.8,8,1
2016/11/8 10:00:00,,0,1,0,1,8,1,1012.5,8,1,0.5,8,ñk,8,1,15.2,8,1,,0,1,0,1,8,1,1009.2,8,1,1.1,8,êºñkêº,8,1,15.1,8,1,,0,1,0.0,0,8,1,1015.2,8,1,3.6,8,ìåìÏìå,8,1,16.4,8,1
2016/11/8 11:00:00,,0,1,0,1,8,1,1012.1,8,1,0.5,8,ìÏìå,8,1,16.0,8,1,,0,1,0.0,0,8,1,1008.5,8,1,0.7,8,ìÏìå,8,1,15.1,8,1,,0,1,0.5,0,8,1,1014.6,8,1,1.9,8,ìå,8,1,14.8,8,1
2016/11/8 12:00:00,,0,1,0.0,0,8,1,1011.1,8,1,0.3,8,ìÏìÏìå,8,1,16.2,8,1,10,8,1,2.5,0,8,1,1007.6,8,1,1.8,8,ìÏ,8,1,14.3,8,1,,0,1,1.5,0,8,1,1013.8,8,1,2.4,8,ìå,8,1,14.4,8,1
2016/11/8 13:00:00,,0,1,0.5,0,8,1,1010.4,8,1,1.3,8,ìÏìÏêº,8,1,14.8,8,1,,0,1,1.5,0,8,1,1006.9,8,1,0.6,8,ìÏìå,8,1,13.9,8,1,,0,1,3.0,0,8,1,1012.8,8,1,2.4,8,ìå,8,1,14.5,8,1
2016/11/8 14:00:00,,0,1,0.5,0,8,1,1010.4,8,1,1.3,8,êºìÏêº,8,1,14.5,8,1,,0,1,1.5,0,8,1,1006.5,8,1,1.5,8,ñkñkêº,8,1,14.1,8,1,,0,1,1.0,0,8,1,1012.6,8,1,1.6,8,ìåñkìå,8,1,14.6,8,1
2016/11/8 15:00:00,10,8,1,0.0,0,8,1,1009.5,8,1,0.5,8,ìÏêº,8,1,14.4,8,1,10,8,1,1.0,0,8,1,1005.9,8,1,1.0,8,ìå,8,1,14.5,8,1,10,8,1,0.0,0,8,1,1012.2,8,1,1.9,8,ìåñkìå,8,1,14.7,8,1
2016/11/8 16:00:00,,0,1,0,1,8,1,1009.4,8,1,1.1,8,ìÏêº,8,1,14.4,8,1,,0,1,0.0,0,8,1,1006.3,8,1,0.9,8,ìÏêº,8,1,14.4,8,1,,0,1,0,1,8,1,1012.4,8,1,1.2,8,ìÏ,8,1,15.1,8,1
2016/11/8 17:00:00,,0,1,0.0,0,8,1,1009.3,8,1,0.9,8,ìÏìÏêº,8,1,14.3,8,1,,0,1,0.0,0,8,1,1005.7,8,1,0.8,8,êº,8,1,14.4,8,1,,0,1,0.0,0,8,1,1011.9,8,1,1.6,8,ìå,8,1,15.2,8,1
2016/11/8 18:00:00,,0,1,0.5,0,8,1,1009.7,8,1,1.3,8,êº,8,1,14.2,8,1,10,8,1,0.0,0,8,1,1006.4,8,1,1.1,8,ìÏêº,8,1,14.7,8,1,,0,1,0.5,0,8,1,1012.7,8,1,2.6,8,ìÏ,8,1,15.3,8,1
2016/11/8 19:00:00,,0,1,4.5,0,8,1,1010.4,8,1,2.9,8,êºñkêº,8,1,14.0,8,1,,0,1,1.0,0,8,1,1006.7,8,1,0.9,8,ñkìå,8,1,14.8,8,1,,0,1,1.0,0,8,1,1012.7,8,1,4.8,8,ñkñkêº,8,1,14.8,8,1
2016/11/8 20:00:00,,0,1,0.0,0,8,1,1010.7,8,1,2.5,8,ñkêº,8,1,13.6,8,1,,0,1,2.0,0,8,1,1006.8,8,1,4.1,8,ñkñkìå,8,1,13.6,8,1,,0,1,0.0,0,8,1,1013.0,8,1,3.5,8,ñk,8,1,14.3,8,1
2016/11/8 21:00:00,10-,8,1,0.0,0,8,1,1011.2,8,1,2.7,8,ñkêº,8,1,13.1,8,1,10,8,1,0.5,0,8,1,1007.4,8,1,5.0,8,ñkñkìå,8,1,13.0,8,1,10,8,1,0.5,0,8,1,1012.6,8,1,5.1,8,ñkñkìå,8,1,13.5,8,1
2016/11/8 22:00:00,,0,1,0.0,0,8,1,1011.2,8,1,2.6,8,ñkêº,8,1,12.6,8,1,,0,1,0.0,0,8,1,1007.5,8,1,3.8,8,ñkñkìå,8,1,12.3,8,1,,0,1,0.0,0,8,1,1012.4,8,1,7.7,8,ñk,8,1,13.0,8,1
2016/11/8 23:00:00,,0,1,0.0,0,8,1,1011.3,8,1,3.6,8,ñkñkêº,8,1,12.2,8,1,,0,1,0.5,0,8,1,1007.7,8,1,3.4,8,ñkñkìå,8,1,12.1,8,1,,0,1,0.0,0,8,1,1013.3,8,1,3.7,8,ñkñkìå,8,1,12.8,8,1
2016/11/9 00:00:00,,0,1,0.0,0,8,1,1011.3,8,1,3.6,8,ñk,8,1,11.7,8,1,,0,1,0.0,0,8,1,1008.1,8,1,3.7,8,ñkñkìå,8,1,11.7,8,1,,0,1,0.0,0,8,1,1013.9,8,1,4.9,8,ñk,8,1,12.5,8,1
2016/11/9 1:00:00,,0,1,0,1,8,1,1011.8,8,1,2.9,8,ñkñkêº,8,1,11.5,8,1,,0,1,0.0,0,8,1,1008.4,8,1,3.1,8,ñkñkìå,8,1,11.6,8,1,,0,1,0,1,8,1,1014.1,8,1,4.9,8,ñkñkìå,8,1,12.1,8,1
2016/11/9 2:00:00,,0,1,0,1,8,1,1012.1,8,1,3.1,8,ñkñkêº,8,1,11.2,8,1,,0,1,0,1,8,1,1008.5,8,1,4.0,8,ñk,8,1,11.3,8,1,,0,1,0,1,8,1,1014.7,8,1,4.3,8,ñk,8,1,11.8,8,1
2016/11/9 3:00:00,7,8,1,0,1,8,1,1012.1,8,1,2.1,8,ñkêº,8,1,10.6,8,1,10-,8,1,0,1,8,1,1008.6,8,1,3.4,8,ñk,8,1,10.9,8,1,10-,8,1,0,1,8,1,1014.8,8,1,5.1,8,ñkñkìå,8,1,11.2,8,1
2016/11/9 4:00:00,,0,1,0,1,8,1,1012.3,8,1,2.6,8,ñkñkêº,8,1,10.5,8,1,,0,1,0,1,8,1,1009.0,8,1,2.3,8,ñkñkìå,8,1,10.6,8,1,,0,1,0,1,8,1,1015.1,8,1,3.5,8,ñkñkìå,8,1,11.0,8,1
2016/11/9 5:00:00,,0,1,0,1,8,1,1013.1,8,1,2.0,8,ñk,8,1,9.8,8,1,,0,1,0,1,8,1,1009.7,8,1,5.0,8,ñkñkìå,8,1,10.5,8,1,,0,1,0,1,8,1,1015.7,8,1,4.1,8,ñkìå,8,1,10.5,8,1
2016/11/9 6:00:00,,0,1,0,1,8,1,1013.7,8,1,2.5,8,ñk,8,1,9.3,8,1,8,8,1,0,1,8,1,1010.0,8,1,3.7,8,ñkñkìå,8,1,10.0,8,1,,0,1,0,1,8,1,1015.8,8,1,1.7,8,ñkìå,8,1,10.2,8,1
2016/11/9 7:00:00,,0,1,0.0,0,8,1,1014.8,8,1,4.1,8,ñkñkêº,8,1,9.3,8,1,,0,1,0,1,8,1,1010.8,8,1,4.0,8,ñkñkìå,8,1,9.6,8,1,,0,1,0,1,8,1,1016.4,8,1,3.5,8,ñkìå,8,1,10.2,8,1
2016/11/9 8:00:00,,0,1,0.5,0,8,1,1015.6,8,1,2.7,8,ñk,8,1,9.9,8,1,,0,1,0,1,8,1,1011.5,8,1,3.7,8,ñkñkìå,8,1,10.7,8,1,,0,1,0,1,8,1,1017.3,8,1,9.0,8,ñk,8,1,11.1,8,1
2016/11/9 9:00:00,9,8,1,0.0,0,8,1,1015.9,8,1,2.1,8,êºñkêº,8,1,9.5,8,1,3,8,1,0,1,8,1,1012.0,8,1,3.4,8,ñk,8,1,11.9,8,1,3,8,1,0,1,8,1,1017.8,8,1,4.4,8,ñk,8,1,11.7,8,1
2016/11/9 10:00:00,,0,1,0.0,0,8,1,1016.6,8,1,2.1,8,ñk,8,1,10.0,8,1,,0,1,0,1,8,1,1012.2,8,1,7.3,8,ñk,8,1,13.1,8,1,,0,1,0,1,8,1,1018.7,8,1,10.9,8,ñk,8,1,12.3,8,1
2016/11/9 11:00:00,,0,1,0.5,0,8,1,1016.6,8,1,2.9,8,ñkñkêº,8,1,9.9,8,1,,0,1,0,1,8,1,1013.0,8,1,5.4,8,ñk,8,1,13.1,8,1,,0,1,0.0,0,8,1,1019.6,8,1,9.4,8,ñkñkìå,8,1,12.1,8,1
2016/11/9 12:00:00,,0,1,0.5,0,8,1,1016.6,8,1,2.8,8,ñkñkêº,8,1,9.8,8,1,8,8,1,0.0,0,8,1,1013.1,8,1,3.5,8,ñkêº,8,1,12.9,8,1,,0,1,0.0,0,8,1,1019.6,8,1,6.3,8,ñk,8,1,12.1,8,1
2016/11/9 13:00:00,,0,1,0.0,0,8,1,1016.7,8,1,3.6,8,ñkñkêº,8,1,9.6,8,1,,0,1,0.0,0,8,1,1013.0,8,1,4.9,8,ñkñkêº,8,1,12.2,8,1,,0,1,0.0,0,8,1,1019.7,8,1,7.7,8,ñkñkêº,8,1,11.3,8,1
2016/11/9 14:00:00,,0,1,0.0,0,8,1,1016.8,8,1,2.9,8,ñkñkêº,8,1,10.3,8,1,,0,1,0.0,0,8,1,1013.4,8,1,4.0,8,ñkñkêº,8,1,11.0,8,1,,0,1,0.0,0,8,1,1019.9,8,1,4.8,8,ñkñkìå,8,1,10.7,8,1
2016/11/9 15:00:00,10-,8,1,0.0,0,8,1,1017.2,8,1,3.3,8,ñkñkêº,8,1,9.6,8,1,10-,8,1,0,1,8,1,1014.2,8,1,5.3,8,ñkñkìå,8,1,9.8,8,1,10-,8,1,0.0,0,8,1,1020.5,8,1,4.1,8,ñkñkìå,8,1,10.3,8,1
2016/11/9 16:00:00,,0,1,0.0,0,8,1,1018.2,8,1,3.1,8,ñkñkêº,8,1,9.4,8,1,,0,1,0.0,0,8,1,1014.9,8,1,3.4,8,ñkñkêº,8,1,10.3,8,1,,0,1,0.0,0,8,1,1021.4,8,1,5.3,8,ñkñkêº,8,1,9.4,8,1
2016/11/9 17:00:00,,0,1,0.0,0,8,1,1018.5,8,1,2.3,8,ñkêº,8,1,9.0,8,1,,0,1,0,1,8,1,1015.4,8,1,3.5,8,ñkñkêº,8,1,9.8,8,1,,0,1,0.0,0,8,1,1022.1,8,1,4.6,8,ñkñkêº,8,1,9.2,8,1
2016/11/9 18:00:00,,0,1,0.0,0,8,1,1019.3,8,1,2.6,8,ñk,8,1,8.2,8,1,3,8,1,0,1,8,1,1015.9,8,1,2.7,8,ñkñkêº,8,1,9.4,8,1,,0,1,0,1,8,1,1022.5,8,1,3.0,8,ñk,8,1,9.0,8,1
2016/11/9 19:00:00,,0,1,0.0,0,8,1,1019.6,8,1,2.9,8,êºñkêº,8,1,7.6,8,1,,0,1,0,1,8,1,1016.3,8,1,2.7,8,ñk,8,1,9.0,8,1,,0,1,0,1,8,1,1022.7,8,1,2.8,8,êº,8,1,8.6,8,1
2016/11/9 20:00:00,,0,1,0.0,0,8,1,1019.8,8,1,1.9,8,ñkêº,8,1,7.5,8,1,,0,1,0,1,8,1,1016.3,8,1,2.4,8,ñkñkìå,8,1,8.7,8,1,,0,1,0,1,8,1,1022.8,8,1,1.3,8,ìÏêº,8,1,8.2,8,1
2016/11/9 21:00:00,10-,8,1,0.0,0,8,1,1019.8,8,1,1.0,8,ñkêº,8,1,7.3,8,1,4,8,1,0,1,8,1,1016.5,8,1,2.0,8,ñk,8,1,8.5,8,1,1,8,1,0,1,8,1,1023.1,8,1,3.6,8,ñkêº,8,1,8.0,8,1
2016/11/9 22:00:00,,0,1,0.0,0,8,1,1020.0,8,1,1.4,8,ñkêº,8,1,7.3,8,1,,0,1,0,1,8,1,1016.7,8,1,1.6,8,ñkñkêº,8,1,8.4,8,1,,0,1,0,1,8,1,1023.3,8,1,3.3,8,êºñkêº,8,1,7.8,8,1
2016/11/9 23:00:00,,0,1,0.0,0,8,1,1020.0,8,1,0.8,8,ñkêº,8,1,6.9,8,1,,0,1,0,1,8,1,1016.7,8,1,1.7,8,ñkñkêº,8,1,8.5,8,1,,0,1,0,1,8,1,1023.2,8,1,2.8,8,êºñkêº,8,1,7.3,8,1
2016/11/10 00:00:00,,0,1,0.0,0,8,1,1019.8,8,1,1.4,8,ñkñkêº,8,1,6.7,8,1,,0,1,0,1,8,1,1016.2,8,1,1.1,8,ñkñkìå,8,1,7.9,8,1,,0,1,0,1,8,1,1022.5,8,1,2.8,8,ñkêº,8,1,7.1,8,1
2016/11/10 1:00:00,,0,1,0.0,0,8,1,1019.7,8,1,0.9,8,ñkìå,8,1,6.5,8,1,,0,1,0,1,8,1,1016.0,8,1,1.9,8,ìåñkìå,8,1,7.0,8,1,,0,1,0,1,8,1,1022.1,8,1,2.0,8,êºñkêº,8,1,7.1,8,1
2016/11/10 2:00:00,,0,1,0.0,0,8,1,1019.7,8,1,1.6,8,ñkñkìå,8,1,6.5,8,1,,0,1,0,1,8,1,1016.1,8,1,1.6,8,ñk,8,1,7.5,8,1,,0,1,0,1,8,1,1022.7,8,1,1.9,8,ìåñkìå,8,1,7.5,8,1
2016/11/10 3:00:00,10-,8,1,0.0,0,8,1,1019.8,8,1,0.6,8,ìå,8,1,6.6,8,1,10-,8,1,0,1,8,1,1016.3,8,1,0.8,8,ìå,8,1,7.5,8,1,10-,8,1,0,1,8,1,1022.7,8,1,0.8,8,êºìÏêº,8,1,8.0,8,1
2016/11/10 4:00:00,,0,1,0,1,8,1,1019.2,8,1,1.0,8,ñk,8,1,6.8,8,1,,0,1,0,1,8,1,1015.6,8,1,1.2,8,ìå,8,1,7.4,8,1,,0,1,0,1,8,1,1022.0,8,1,4.5,8,ìå,8,1,8.4,8,1
2016/11/10 5:00:00,,0,1,0,1,8,1,1019.1,8,1,1.0,8,ìÏêº,8,1,6.6,8,1,,0,1,0,1,8,1,1015.2,8,1,1.1,8,ìåìÏìå,8,1,7.4,8,1,,0,1,0,1,8,1,1021.6,8,1,4.8,8,ñkìå,8,1,8.1,8,1
2016/11/10 6:00:00,,0,1,0,1,8,1,1019.3,8,1,0.7,8,ìåìÏìå,8,1,6.8,8,1,10-,8,1,0,1,8,1,1015.8,8,1,1.0,8,ìåñkìå,8,1,7.5,8,1,,0,1,0,1,8,1,1022.2,8,1,3.1,8,ìåñkìå,8,1,8.2,8,1
2016/11/10 7:00:00,,0,1,0,1,8,1,1020.0,8,1,0.9,8,ìÏ,8,1,7.1,8,1,,0,1,0,1,8,1,1016.3,8,1,1.3,8,ìåñkìå,8,1,7.8,8,1,,0,1,0,1,8,1,1023.0,8,1,1.9,8,ñk,8,1,8.6,8,1
2016/11/10 8:00:00,,0,1,0,1,8,1,1021.0,8,1,0.7,8,êºìÏêº,8,1,7.2,8,1,,0,1,0,1,8,1,1016.8,8,1,1.1,8,ìå,8,1,8.7,8,1,,0,1,0,1,8,1,1023.0,8,1,4.5,8,ìåñkìå,8,1,9.1,8,1
2016/11/10 9:00:00,10-,8,1,0,1,8,1,1019.9,8,1,0.5,8,ñkìå,8,1,8.2,8,1,10-,8,1,0,1,8,1,1015.9,8,1,2.4,8,ìåìÏìå,8,1,9.1,8,1,10-,8,1,0,1,8,1,1022.4,8,1,4.9,8,ìåñkìå,8,1,9.6,8,1
2016/11/10 10:00:00,,0,1,0,1,8,1,1019.1,8,1,0.8,8,ìåñkìå,8,1,9.8,8,1,,0,1,0,1,8,1,1015.5,8,1,2.8,8,ñkìå,8,1,9.8,8,1,,0,1,0,1,8,1,1021.8,8,1,5.5,8,ìåñkìå,8,1,10.5,8,1
2016/11/10 11:00:00,,0,1,0,1,8,1,1018.4,8,1,1.5,8,ñkñkìå,8,1,10.9,8,1,,0,1,0,1,8,1,1014.8,8,1,2.7,8,ñkìå,8,1,10.6,8,1,,0,1,0,1,8,1,1021.2,8,1,5.5,8,ìåñkìå,8,1,11.5,8,1
2016/11/10 12:00:00,,0,1,0,1,8,1,1017.2,8,1,1.4,8,êºñkêº,8,1,11.5,8,1,10-,8,1,0,1,8,1,1013.5,8,1,3.5,8,ñkñkìå,8,1,11.0,8,1,,0,1,0,1,8,1,1020.1,8,1,4.9,8,ìåñkìå,8,1,11.9,8,1
2016/11/10 13:00:00,,0,1,0,1,8,1,1016.1,8,1,1.3,8,ìÏìå,8,1,11.8,8,1,,0,1,0,1,8,1,1012.4,8,1,3.1,8,ñkìå,8,1,12.8,8,1,,0,1,0,1,8,1,1018.7,8,1,5.2,8,ìå,8,1,12.6,8,1
2016/11/10 14:00:00,,0,1,0,1,8,1,1015.4,8,1,1.4,8,ìÏìå,8,1,12.6,8,1,,0,1,0,1,8,1,1011.8,8,1,2.2,8,ìåñkìå,8,1,11.9,8,1,,0,1,0,1,8,1,1017.9,8,1,4.6,8,ìå,8,1,12.6,8,1
2016/11/10 15:00:00,10,8,1,0,1,8,1,1014.5,8,1,2.1,8,ìå,8,1,12.6,8,1,10-,8,1,0,1,8,1,1010.7,8,1,2.8,8,ñkìå,8,1,12.1,8,1,10-,8,1,0,1,8,1,1016.9,8,1,6.3,8,ìå,8,1,12.8,8,1
2016/11/10 16:00:00,,0,1,0,1,8,1,1014.7,8,1,3.5,8,ìåñkìå,8,1,12.1,8,1,,0,1,0,1,8,1,1010.6,8,1,3.7,8,ñkìå,8,1,12.4,8,1,,0,1,0,1,8,1,1016.9,8,1,5.7,8,ìåñkìå,8,1,12.7,8,1
2016/11/10 17:00:00,,0,1,0,1,8,1,1014.7,8,1,2.7,8,ñkìå,8,1,11.7,8,1,,0,1,0,1,8,1,1010.8,8,1,2.9,8,ìåñkìå,8,1,11.9,8,1,,0,1,0,1,8,1,1016.9,8,1,4.7,8,ìåñkìå,8,1,12.3,8,1
2016/11/10 18:00:00,,0,1,0,1,8,1,1014.5,8,1,2.0,8,ñkñkìå,8,1,11.6,8,1,10-,8,1,0,1,8,1,1010.5,8,1,2.7,8,ñkìå,8,1,11.6,8,1,,0,1,0,1,8,1,1017.1,8,1,4.1,8,ñkñkìå,8,1,12.1,8,1
2016/11/10 19:00:00,,0,1,0,1,8,1,1014.2,8,1,0.8,8,ìåñkìå,8,1,11.8,8,1,,0,1,0,1,8,1,1009.9,8,1,2.5,8,ñkìå,8,1,11.4,8,1,,0,1,0,1,8,1,1016.0,8,1,6.3,8,ìåñkìå,8,1,11.8,8,1
2016/11/10 20:00:00,,0,1,0,1,8,1,1013.6,8,1,0.5,8,ñkêº,8,1,11.9,8,1,,0,1,0,1,8,1,1009.5,8,1,2.9,8,ñkñkìå,8,1,11.2,8,1,,0,1,0,1,8,1,1016.1,8,1,6.3,8,ñkìå,8,1,11.6,8,1
2016/11/10 21:00:00,10-,8,1,0,1,8,1,1012.9,8,1,0.7,8,ñk,8,1,11.8,8,1,10-,8,1,0,1,8,1,1008.5,8,1,2.8,8,ñkìå,8,1,11.2,8,1,10-,8,1,0,1,8,1,1015.2,8,1,6.3,8,ìåñkìå,8,1,11.9,8,1
2016/11/10 22:00:00,,0,1,0,1,8,1,1012.3,8,1,0.6,8,ñkìå,8,1,12.1,8,1,,0,1,0,1,8,1,1007.8,8,1,2.0,8,ñkñkìå,8,1,11.2,8,1,,0,1,0,1,8,1,1014.7,8,1,6.5,8,ñkìå,8,1,12.1,8,1
2016/11/10 23:00:00,,0,1,0,1,8,1,1012.0,8,1,0.7,8,ìå,8,1,12.1,8,1,,0,1,0.0,0,8,1,1008.0,8,1,2.3,8,ñkìå,8,1,11.6,8,1,,0,1,0,1,8,1,1014.4,8,1,6.7,8,ñkìå,8,1,12.4,8,1
2016/11/11 00:00:00,,0,1,0.0,0,8,1,1011.3,8,1,1.7,8,êºñkêº,8,1,12.2,8,1,,0,1,0.0,0,8,1,1007.5,8,1,1.6,8,ìåñkìå,8,1,11.6,8,1,,0,1,0,1,8,1,1013.6,8,1,6.6,8,ñkìå,8,1,12.7,8,1
2016/11/11 1:00:00,,0,1,0.0,0,8,1,1010.9,8,1,0.6,8,êº,8,1,11.9,8,1,,0,1,0.0,0,8,1,1007.1,8,1,1.8,8,ñkìå,8,1,10.7,8,1,,0,1,0.0,0,8,1,1013.0,8,1,5.6,8,ñkìå,8,1,12.8,8,1
2016/11/11 2:00:00,,0,1,1.0,0,8,1,1010.3,8,1,1.1,8,êºìÏêº,8,1,11.4,8,1,,0,1,1.5,0,8,1,1007.0,8,1,1.2,8,ìÏìå,8,1,10.2,8,1,,0,1,0.0,0,8,1,1013.0,8,1,4.0,8,ìåñkìå,8,1,12.3,8,1
2016/11/11 3:00:00,10,8,1,2.5,0,8,1,1010.1,8,1,1.3,8,ìÏ,8,1,11.2,8,1,10,8,1,0.5,0,8,1,1006.4,8,1,0.9,8,ìÏìÏìå,8,1,10.0,8,1,10,8,1,0.5,0,8,1,1012.2,8,1,3.9,8,ñkìå,8,1,11.6,8,1
2016/11/11 4:00:00,,0,1,0.5,0,8,1,1009.3,8,1,1.1,8,ìÏìÏìå,8,1,11.0,8,1,,0,1,0.0,0,8,1,1005.7,8,1,0.5,8,ìÏêº,8,1,10.1,8,1,,0,1,0.0,0,8,1,1012.0,8,1,2.7,8,ìåñkìå,8,1,11.7,8,1
2016/11/11 5:00:00,,0,1,0,1,8,1,1008.9,8,1,1.9,8,ìÏìÏêº,8,1,10.6,8,1,,0,1,0.0,0,8,1,1005.4,8,1,0.4,8,ñkñkêº,8,1,10.5,8,1,,0,1,0.0,0,8,1,1011.7,8,1,4.3,8,ìå,8,1,11.5,8,1
2016/11/11 6:00:00,,0,1,0,1,8,1,1009.5,8,1,1.3,8,ìÏêº,8,1,10.4,8,1,10-,8,1,0,1,8,1,1005.7,8,1,1.8,8,ñk,8,1,10.8,8,1,,0,1,0,1,8,1,1011.9,8,1,1.7,8,ñkìå,8,1,11.7,8,1
2016/11/11 7:00:00,,0,1,0,1,8,1,1009.7,8,1,0.8,8,ìÏ,8,1,10.4,8,1,,0,1,0,1,8,1,1006.1,8,1,1.3,8,ñkñkìå,8,1,10.7,8,1,,0,1,0,1,8,1,1012.5,8,1,1.1,8,êºìÏêº,8,1,11.9,8,1
2016/11/11 8:00:00,,0,1,0,1,8,1,1010.6,8,1,0.8,8,ìåìÏìå,8,1,10.9,8,1,,0,1,0,1,8,1,1006.9,8,1,1.6,8,ñk,8,1,11.3,8,1,,0,1,0,1,8,1,1013.3,8,1,1.0,8,ìÏêº,8,1,13.5,8,1
2016/11/11 9:00:00,9,8,1,0,1,8,1,1011.0,8,1,0.5,8,ìå,8,1,12.7,8,1,6,8,1,0,1,8,1,1007.7,8,1,0.8,8,ìÏ,8,1,12.9,8,1,2,8,1,0,1,8,1,1013.8,8,1,2.8,8,êºìÏêº,8,1,15.1,8,1
2016/11/11 10:00:00,,0,1,0,1,8,1,1011.1,8,1,1.7,8,ìå,8,1,14.5,8,1,,0,1,0,1,8,1,1007.8,8,1,1.9,8,ìÏ,8,1,14.9,8,1,,0,1,0,1,8,1,1013.8,8,1,2.8,8,ìÏêº,8,1,16.6,8,1
